ID,age,workclass,fnlwgt,education,education_cat,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hour_per_week,native_country,class
7385,37,4,172538, HS-grad,9,2,7,1,0,0,0,0,40,0, <=50K
20078,35,4,183892, 10th,6,0,1,2,0,0,0,0,40,0, <=50K
4399,24,4,137591, Some-college,10,2,3,1,0,0,0,1762,40,0, <=50K
31163,52,4,386397, Bachelors,13,0,4,2,0,0,0,0,45,0, >50K
16590,34,4,271933, Masters,14,2,4,5,0,1,0,0,50,0, <=50K
5253,24,4,157332, Some-college,10,2,7,1,0,1,0,0,42,0, <=50K
20030,22, ?,34506, Some-college,10,6, ?,5,0,1,0,0,25,0, <=50K
31754,20, ?,71788, Some-college,10,2, ?,1,0,1,0,0,18,0, <=50K
21538,51, ?,177487, HS-grad,9,0, ?,2,0,0,0,0,40,0, <=50K
13491,29,4,197618, HS-grad,9,2,8,3,0,1,0,0,40,0, <=50K
10413,31,4,219318, HS-grad,9,2,8,5,0,1,0,0,35,4, <=50K
26897,47,3,205100, HS-grad,9,0,5,2,0,0,0,0,38,5, <=50K
4632,19,4,299050, Some-college,10,2,8,1,0,0,0,0,20,0, <=50K
6209,35,6,287031, Masters,14,2,4,3,0,0,8614,0,40,0, >50K
28875,68,5,144761, HS-grad,9,3,12,3,0,0,0,1668,20,0, <=50K
9921,47,2,112200, Bachelors,13,2,4,3,3,0,10520,0,45,0, >50K
11698,55,4,213894, 11th,7,6,8,5,3,1,0,0,40,0, <=50K
25240,18,2,29582, 11th,7,2,1,1,0,0,0,0,40,0, <=50K
6226,36,4,383518, Some-college,10,0,8,0,3,1,99999,0,40,0, >50K
572,51,4,95469, HS-grad,9,0,5,2,0,0,0,0,40,0, <=50K
13090,30,2,226535, 7th-8th,4,0,9,2,0,0,0,0,40,20, <=50K
15555,22,4,448626, Some-college,10,2,3,1,0,0,0,0,40,0, <=50K
13580,29,7,33798, Some-college,10,1,8,1,0,0,0,0,20,0, <=50K
11036,38,4,112093, 11th,7,0,10,2,0,0,0,0,40,0, <=50K
27892,50,4,177927, HS-grad,9,1,12,3,0,0,0,0,40,0, <=50K
14650,24,4,275093, HS-grad,9,2,6,3,0,1,0,0,36,0, <=50K
17181,45,4,223319, Some-college,10,1,3,1,0,0,0,0,45,0, <=50K
31023,53,4,239284, HS-grad,9,1,8,5,0,1,0,0,40,0, <=50K
24931,33,4,34848, Some-college,10,0,2,2,0,0,0,0,40,0, <=50K
6723,38,2,180220, HS-grad,9,0,1,2,0,0,0,0,60,0, <=50K
9938,31,3,49923, HS-grad,9,0,4,2,0,0,0,0,40,0, <=50K
32313,34,4,346034, 12th,8,4,6,5,0,0,0,0,35,20, <=50K
18823,38,4,52963, Bachelors,13,2,8,3,0,1,0,0,50,0, <=50K
24484,39,3,124685, Masters,14,1,4,3,1,0,0,0,99,8, >50K
11994,36,5,241998, Bachelors,13,0,5,2,0,0,0,1672,50,0, <=50K
24752,39,4,172538, HS-grad,9,2,7,5,0,0,0,0,40,0, <=50K
17301,41,7,88913, Assoc-acdm,12,1,5,5,1,1,0,0,36,0, <=50K
29409,36,4,68089, HS-grad,9,2,7,5,2,1,0,0,40,0, <=50K
5962,24,4,200967, HS-grad,9,0,1,0,0,1,0,0,36,0, <=50K
9081,20,2,217404, 10th,6,2,7,1,0,0,0,0,40,0, <=50K
3056,34,2,96245, HS-grad,9,0,7,2,0,0,0,0,40,0, <=50K
6772,20,4,233624, HS-grad,9,2,1,1,0,0,0,0,40,0, <=50K
31435,39,4,198841, Masters,14,0,5,2,0,0,7688,0,45,0, >50K
9533,43,4,153160, Some-college,10,0,8,0,0,1,0,0,40,0, <=50K
23355,76,4,199949, Bachelors,13,0,8,2,0,0,20051,0,50,0, >50K
25275,49,5,269527, Masters,14,0,5,2,0,0,7298,0,40,0, >50K
3391,45,4,214627, Doctorate,16,3,5,5,0,0,15020,0,40,13, >50K
7707,34,4,309513, HS-grad,9,0,7,2,0,0,0,0,40,0, <=50K
8703,45,4,235924, Bachelors,13,1,4,1,0,1,0,0,40,0, <=50K
32270,37,4,249720, Assoc-voc,11,4,3,5,3,1,0,0,32,0, <=50K
3793,53,6,117847, Assoc-acdm,12,0,8,2,0,0,0,0,40,0, <=50K
31881,59,2,83542, Assoc-acdm,12,1,0,3,0,0,0,0,40,0, <=50K
31713,24,4,280960, HS-grad,9,0,7,0,0,1,0,0,24,0, <=50K
4409,52,4,29658, HS-grad,9,0,8,2,0,0,0,0,40,0, <=50K
29114,44,4,340885, Bachelors,13,0,7,2,0,0,0,1977,40,0, >50K
18533,59,2,190514, 11th,7,0,1,2,0,0,0,0,20,0, <=50K
12717,28,4,224506, Some-college,10,0,3,2,3,0,0,0,40, ?, <=50K
14464,22,4,164775, 9th,5,2,7,5,0,0,0,0,40,31, <=50K
22718,26,5,213451, Some-college,10,2,2,1,3,1,0,0,10,18, <=50K
2653,34,4,213226, Bachelors,13,0,5,2,0,0,0,0,40,13, >50K
10910,47,2,165468, HS-grad,9,0,7,2,0,0,7298,0,40,0, >50K
21889,17,4,171080, 12th,8,2,6,1,0,0,0,0,20,0, <=50K
10191,40,4,316820, 7th-8th,4,0,3,2,0,0,4064,0,40,0, <=50K
26735,30,4,275632, HS-grad,9,0,7,2,0,0,0,0,45,0, <=50K
6918,24,4,284317, Bachelors,13,2,2,1,0,1,0,0,30,0, <=50K
16009,35,7,172327, Bachelors,13,6,4,3,0,0,0,0,42,0, <=50K
8875,45,4,89028, HS-grad,9,1,1,3,1,0,10520,0,40,0, >50K
6173,56,4,435022, Some-college,10,1,2,3,0,1,0,0,50,0, <=50K
30558,20,7,158206, Assoc-acdm,12,2,5,3,0,0,0,0,30,0, <=50K
10342,23,4,154210, Some-college,10,2,8,4,1,0,0,0,14,4, <=50K
15380,28,4,77760, HS-grad,9,2,2,5,0,0,0,0,40,0, <=50K
900,28,4,109165, HS-grad,9,0,0,2,0,0,0,0,40,0, <=50K
17596,33,4,301867, Some-college,10,2,8,5,1,1,0,0,35,0, <=50K
20706,33,5,156015, Assoc-voc,11,0,0,2,0,0,0,0,40,0, <=50K
19164,19,4,170800, HS-grad,9,2,1,1,0,0,0,0,60,0, <=50K
10347,22,4,239612, HS-grad,9,2,8,1,0,0,0,0,20,0, <=50K
28638,27,4,176683, Assoc-acdm,12,2,3,3,0,0,0,0,52,0, <=50K
20126,62,4,252668, Masters,14,2,5,3,0,0,0,0,70,0, <=50K
9734,69,4,102874, HS-grad,9,3,8,3,0,1,0,0,24,0, <=50K
12475,36,4,133974, Assoc-voc,11,1,3,5,0,1,0,0,40,0, <=50K
5157,73, ?,180603, HS-grad,9,3, ?,3,0,1,0,0,8,0, <=50K
27716,19,4,72355, Some-college,10,2,2,3,0,0,0,0,20,0, <=50K
30625,35, ?,98389, Some-college,10,2, ?,5,0,0,0,0,10,0, <=50K
18110,58,2,193434, HS-grad,9,0,1,2,0,0,0,0,20,0, <=50K
10589,19,4,250818, Some-college,10,2,8,3,0,0,0,0,40,0, <=50K
32020,23,4,162228, Bachelors,13,2,3,3,0,0,0,0,48,0, <=50K
7545,29,4,177651, Some-college,10,2,4,3,0,0,0,0,45,0, <=50K
19683,35,4,62333, Bachelors,13,2,5,3,0,1,0,0,40,0, <=50K
3476,34,4,114691, Some-college,10,0,4,2,0,0,0,0,50,0, >50K
15646,33,4,172498, Some-college,10,1,6,1,0,0,0,0,40,0, <=50K
3195,28,4,430084, HS-grad,9,1,2,1,3,0,0,0,35,0, <=50K
5177,25,4,159662, HS-grad,9,0,3,1,0,0,0,0,26,0, >50K
9091,31,4,157078, 10th,6,2,8,5,0,1,0,0,40,0, <=50K
18754,18, ?,127388, Some-college,10,2, ?,1,0,1,0,0,40,0, <=50K
23502,29,4,224421, Assoc-voc,11,5,9,2,0,0,0,0,44,0, >50K
5317,32,4,152940, Assoc-acdm,12,2,8,1,0,0,0,0,30,0, <=50K
27829,37,2,286146, HS-grad,9,4,2,5,3,1,0,0,40,0, <=50K
22757,25,4,294400, 7th-8th,4,0,1,2,0,0,0,0,60,0, <=50K
24421,43,4,129853, 10th,6,2,7,3,3,0,0,0,40,0, <=50K
4724,31,4,211334, Some-college,10,0,1,2,0,0,2407,0,65,0, <=50K
11499,33,4,54782, Bachelors,13,0,8,2,0,0,0,1579,42,0, <=50K
21623,47,4,188195, Some-college,10,0,5,2,0,0,0,0,40,0, <=50K
16821,27,4,33429, Some-college,10,1,8,5,0,1,0,0,40,0, <=50K
11233,35,4,241001, HS-grad,9,0,7,2,0,0,0,0,44,0, <=50K
7724,24,4,382146, Some-college,10,2,5,3,3,0,0,0,40,0, <=50K
1869,46,4,187226, 9th,5,1,2,3,0,0,0,0,25,0, <=50K
7598,48,7,130561, Some-college,10,2,5,3,3,1,0,0,24,0, <=50K
28577,44,4,163331, Some-college,10,3,8,5,0,1,0,0,32,0, <=50K
26064,46,4,155654, HS-grad,9,0,2,0,0,1,0,0,40,0, <=50K
23999,55,6,321333, Some-college,10,0,8,2,0,0,0,0,40,0, >50K
4974,37,4,632613, 10th,6,0,9,2,0,0,0,0,35,20, <=50K
4005,44,4,178134, Prof-school,15,2,5,3,0,1,0,0,40,0, >50K
31290,33,5,251521, Bachelors,13,2,4,3,0,1,0,0,50,0, <=50K
14000,37,4,52221, 11th,7,0,10,2,0,0,0,0,40,0, <=50K
14895,50,4,129673, Bachelors,13,1,4,3,0,1,0,0,50,0, >50K
5306,42,6,74680, Masters,14,1,8,3,0,0,0,2001,60,0, <=50K
18775,30,7,158291, Bachelors,13,2,8,3,0,0,0,0,40,0, <=50K
8691,31,4,326862, Some-college,10,1,1,1,3,0,0,0,40,0, <=50K
32213,45,4,178416, Assoc-voc,11,1,6,3,0,1,0,0,40,0, <=50K
22184,59,4,158776, 9th,5,0,7,2,0,0,0,0,40,0, <=50K
9078,20,4,266400, Some-college,10,2,5,1,0,1,0,0,48,0, <=50K
26008,42,4,92288, Masters,14,0,3,2,1,0,0,0,40, ?, <=50K
3014,64,7,194894, Doctorate,16,2,5,3,0,1,4787,0,40,0, >50K
26379,59,6,178660, Assoc-acdm,12,0,8,2,0,0,0,0,40,0, <=50K
13716,20,4,314422, HS-grad,9,2,3,1,0,1,0,0,30,0, <=50K
24255,66,4,140576, 7th-8th,4,0,1,2,0,0,0,0,40,0, <=50K
21254,37,4,278924, HS-grad,9,1,3,3,0,0,0,0,40,0, <=50K
14264,33,4,318982, Some-college,10,0,4,2,0,0,0,0,45,0, >50K
20122,40,6,26880, Some-college,10,2,8,5,0,1,0,0,40,0, <=50K
15,40,4,121772, Assoc-voc,11,0,1,2,1,0,0,0,40, ?, >50K
6970,46,4,150499, Assoc-acdm,12,0,1,2,0,0,0,0,40,0, <=50K
22614,39,4,37314, Masters,14,2,4,3,0,0,0,0,50,0, >50K
6903,34,4,223678, HS-grad,9,2,2,5,2,1,0,0,32,0, <=50K
26111,51,3,54342, Prof-school,15,1,5,3,0,0,27828,0,60,0, >50K
9873,63, ?,68954, HS-grad,9,3, ?,3,3,1,0,0,11,0, <=50K
22062,28,4,210945, Assoc-acdm,12,0,8,0,3,1,0,0,35,28, <=50K
29918,33,4,554206, Some-college,10,2,0,3,3,0,0,0,40,15, <=50K
3714,41,4,115562, HS-grad,9,1,12,1,0,0,0,0,40,0, <=50K
4097,59,4,67841, HS-grad,9,0,6,2,0,0,0,0,40,0, >50K
21754,22,4,246965, Some-college,10,2,5,3,0,0,0,0,12,0, <=50K
13758,48,4,255439, Some-college,10,2,6,3,0,0,0,0,40,0, <=50K
26761,40,4,105936, HS-grad,9,4,8,1,0,1,0,0,38,0, <=50K
31155,23,4,201138, Some-college,10,2,8,3,0,1,0,0,8,0, <=50K
2261,25,4,73289, HS-grad,9,2,10,1,0,0,0,0,40,0, <=50K
14745,50,4,185354, Masters,14,1,4,3,0,1,0,0,35,0, <=50K
22499,45,6,222011, Bachelors,13,0,6,2,0,0,0,0,40,0, <=50K
2788,20,4,64292, Some-college,10,2,3,3,0,1,0,0,50,0, <=50K
31840,28,4,188171, Assoc-acdm,12,2,10,1,0,0,0,0,60,0, <=50K
8116,25,4,203570, HS-grad,9,6,2,5,3,0,0,0,40,0, <=50K
1589,22,4,169188, HS-grad,9,2,4,1,0,1,0,0,20,0, <=50K
22006,28,4,167336, HS-grad,9,0,4,0,0,1,0,0,45,0, >50K
25231,33,4,319854, Bachelors,13,6,5,3,0,0,4650,0,35,0, <=50K
11337,41,7,518030, Bachelors,13,2,12,3,3,0,0,1590,40,4, <=50K
11749,45,4,108993, HS-grad,9,2,1,1,0,0,0,0,40,0, <=50K
9205,37,4,241998, Bachelors,13,0,0,2,0,0,0,0,50,0, >50K
2564,54,6,175083, HS-grad,9,2,8,5,0,1,0,0,20,0, <=50K
11716,23,4,175837, 11th,7,2,9,4,0,1,0,0,40,4, <=50K
5707,31,4,459465, Some-college,10,2,1,3,0,0,0,0,50,0, <=50K
17184,51,5,156003, HS-grad,9,1,12,3,0,0,0,0,40,0, <=50K
16154,39,4,114844, Bachelors,13,2,3,3,0,0,0,1876,50,0, <=50K
30292,19,4,355477, HS-grad,9,2,2,1,3,0,0,0,25,0, <=50K
10941,29,4,101597, Some-college,10,1,3,5,0,1,0,0,54,0, <=50K
32099,45,4,170871, HS-grad,9,0,1,2,0,0,7298,0,60,0, >50K
2646,46,4,138626, Some-college,10,0,1,2,0,0,0,0,40,0, <=50K
27566,40,3,475322, Bachelors,13,6,1,1,0,0,0,0,50,0, <=50K
12681,43,4,137126, Some-college,10,0,4,2,0,0,0,0,40,0, >50K
23584,31,5,150324, HS-grad,9,0,1,2,0,0,0,0,40,0, <=50K
5504,21,4,221955, HS-grad,9,2,7,5,0,0,0,0,40,20, <=50K
14573,26,4,272669, Bachelors,13,2,3,3,1,0,0,0,20,10, <=50K
24681,43,6,95902, Assoc-acdm,12,0,5,0,3,1,0,0,40,0, <=50K
2008,24,4,296045, 7th-8th,4,0,1,2,0,0,2635,0,38,0, <=50K
26117,26,5,219760, HS-grad,9,2,2,4,0,0,0,0,16,0, <=50K
